No,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume
865,BAMO,Brookstone Opportunities ETF,Financial,Exchange Traded Fund,USA,-,-,31.93,0.04%,"4,060"
866,BAMU,Brookstone Ultra-Short Bond ETF,Financial,Exchange Traded Fund,USA,-,-,25.25,0.00%,"7,435"
867,BAMV,Brookstone Value Stock ETF,Financial,Exchange Traded Fund,USA,-,-,32.70,0.27%,"7,416"
868,BAMY,Brookstone Yield ETF,Financial,Exchange Traded Fund,USA,-,-,27.44,0.18%,"8,588"
869,BANC,Banc of California Inc,Financial,Banks - Regional,USA,2.81B,15.06,17.63,-0.45%,"2,424,626"
870,BAND,Bandwidth Inc,Technology,Software - Infrastructure,USA,566.53M,-,18.05,0.67%,"209,595"
871,BANF,Bancfirst Corp,Financial,Banks - Regional,USA,3.66B,15.34,109.07,-0.14%,"56,429"
872,BANL,CBL International Ltd,Energy,Oil & Gas Midstream,Malaysia,19.31M,-,0.70,-7.45%,"138,225"
873,BANR,Banner Corp,Financial,Banks - Regional,USA,2.10B,10.92,61.60,0.33%,"170,708"
874,BANX,ArrowMark Financial Corp,Financial,Closed-End Fund - Debt,USA,151.36M,7.85,19.38,0.83%,"43,903"
875,BAOS,Baosheng Media Group Holdings Ltd,Communication Services,Advertising Agencies,China,3.90M,-,2.54,-0.68%,"4,374"
876,BAP,Credicorp Ltd,Financial,Banks - Regional,Peru,27.04B,13.93,339.98,-0.38%,"175,926"
877,BAPR,Innovator U.S. Equity Buffer ETF - April,Financial,Exchange Traded Fund,USA,-,-,49.36,0.02%,"82,370"
878,BAR,GraniteShares Gold Trust,Financial,Exchange Traded Fund,USA,-,-,46.03,-1.92%,"516,798"
879,BARK,BARK Inc,Consumer Cyclical,Specialty Retail,USA,85.73M,-,9.92,-5.34%,"100,604"
880,BASG,Brown Advisory Sustainable Growth ETF,Financial,Exchange Traded Fund,USA,-,-,22.77,0.02%,"28,172"
881,BASV,Brown Advisory Sustainable Value ETF,Financial,Exchange Traded Fund,USA,-,-,27.03,-0.17%,"12,602"
882,BATL,Battalion Oil Corp,Energy,Oil & Gas E&P,USA,76.86M,-,4.21,9.35%,"43,512,831"
883,BATRA,Atlanta Braves Holdings Inc,Communication Services,Entertainment,USA,2.81B,-,48.65,3.58%,"70,891"
884,BATRK,Atlanta Braves Holdings Inc,Communication Services,Entertainment,USA,2.81B,-,43.89,3.51%,"249,402"
885,BATT,Amplify Lithium & Battery Technology ETF,Financial,Exchange Traded Fund,USA,-,-,14.98,-0.40%,"24,824"
886,BAUG,Innovator U.S. Equity Buffer ETF - August,Financial,Exchange Traded Fund,USA,-,-,49.17,0.08%,"1,210"
887,BAX,Baxter International Inc,Healthcare,Medical Instruments & Supplies,USA,8.58B,-,16.68,-0.60%,"6,513,497"
888,BAYA,Bayview Acquisition Corp,Financial,Shell Companies,USA,32.65M,403.39,11.90,-0.42%,12
889,BB,BlackBerry Ltd,Technology,Software - Infrastructure,Canada,2.04B,184.04,3.46,2.98%,"7,801,657"
890,BBAG,JPMorgan BetaBuilders U.S. Aggregate Bond ETF,Financial,Exchange Traded Fund,USA,-,-,46.09,0.22%,"301,198"
891,BBAI,BigBear.ai Holdings Inc,Technology,Information Technology Services,USA,1.70B,-,3.58,4.68%,"23,002,192"
892,BBAR,BBVA Argentina ADR,Financial,Banks - Regional,Argentina,3.27B,17.55,16.01,-1.66%,"595,765"
893,BBAX,JPMorgan BetaBuilders Developed Asia Pacific ex-Japan ETF,Financial,Exchange Traded Fund,USA,-,-,59.92,-0.20%,"257,704"
894,BBB,Cyber Hornet S&P 500 and Bitcoin 75 /25 Strategy ETF,Financial,Exchange Traded Fund,USA,-,-,26.82,-0.40%,"3,331"
895,BBBI,BondBloxx BBB Rated 5-10 Year Corporate Bond ETF,Financial,Exchange Traded Fund,USA,-,-,51.41,0.21%,"44,455"
896,BBBL,BondBloxx BBB Rated 10+ Year Corporate Bond ETF,Financial,Exchange Traded Fund,USA,-,-,47.67,0.60%,2
897,BBBS,BondBloxx BBB Rated 1-5 Year Corporate Bond ETF,Financial,Exchange Traded Fund,USA,-,-,51.05,0.13%,"41,924"
898,BBBY,Bed Bath & Beyond Inc,Consumer Cyclical,Internet Retail,USA,320.33M,-,4.62,-0.86%,"2,003,509"
899,BBC,Virtus Biotech Clinical Trials ETF,Financial,Exchange Traded Fund,USA,-,-,42.84,0.98%,"11,975"
900,BBCA,JPMorgan BetaBuilders Canada ETF,Financial,Exchange Traded Fund,USA,-,-,94.92,0.31%,"331,652"
901,BBCB,JPMorgan BetaBuilders USD Investment Grade Corporate Bond ETF,Financial,Exchange Traded Fund,USA,-,-,45.31,0.41%,"5,146"
902,BBCP,Concrete Pumping Holdings Inc,Industrials,Engineering & Construction,USA,352.56M,75.30,6.98,-1.97%,"77,998"
903,BBCQ,Bleichroeder Acquisition Corp II,Financial,Shell Companies,USA,383.68M,-,10.01,-0.20%,"3,797"
904,BBD,Banco Bradesco S.A. ADR,Financial,Banks - Regional,Brazil,19.33B,9.12,3.66,-1.88%,"29,498,954"
905,BBDC,Barings BDC Inc,Financial,Asset Management,USA,876.40M,8.64,8.37,2.57%,"649,839"
906,BBEM,JPMorgan BetaBuilders Emerging Markets Equity ETF,Financial,Exchange Traded Fund,USA,-,-,65.63,-1.10%,"1,088"
907,BBEU,JPMorgan BetaBuilders Europe ETF,Financial,Exchange Traded Fund,USA,-,-,73.01,-0.69%,"377,968"
908,BBGI,Beasley Broadcast Group Inc,Communication Services,Broadcasting,USA,5.79M,-,3.21,-5.31%,"7,502"
909,BBH,VanEck Biotech ETF,Financial,Exchange Traded Fund,USA,-,-,187.79,-0.82%,"3,193"
910,BBHL,BBH Select Large Cap ETF,Financial,Exchange Traded Fund,USA,-,-,15.10,0.23%,"82,396"
911,BBHM,BBH Select Mid Cap ETF,Financial,Exchange Traded Fund,USA,-,-,11.17,0.72%,"222,232"
912,BBHY,JPMorgan BetaBuilders USD High Yield Corporate Bond ETF,Financial,Exchange Traded Fund,USA,-,-,45.75,0.18%,"69,943"
913,BBIB,JPMorgan BetaBuilders U.S. Treasury Bond 3-10 Year ETF,Financial,Exchange Traded Fund,USA,-,-,98.43,0.11%,242
914,BBIN,JPMorgan BetaBuilders International Equity ETF,Financial,Exchange Traded Fund,USA,-,-,73.89,-0.58%,"361,257"
915,BBIO,BridgeBio Pharma Inc,Healthcare,Biotechnology,USA,14.18B,-,73.15,-1.75%,"1,229,903"
916,BBJP,JPMorgan BetaBuilders Japan ETF,Financial,Exchange Traded Fund,USA,-,-,69.60,-1.49%,"1,616,328"
917,BBLB,JPMorgan BetaBuilders U.S. Treasury Bond 20+ Year ETF,Financial,Exchange Traded Fund,USA,-,-,82.13,0.59%,764
918,BBLG,Bone Biologics Corp,Healthcare,Biotechnology,USA,2.23M,-,1.24,6.90%,"24,542"
919,BBLU,EA Bridgeway Blue Chip ETF,Financial,Exchange Traded Fund,USA,-,-,14.81,0.37%,"110,408"
920,BBMC,JPMorgan BetaBuilders U.S. Mid Cap Equity ETF,Financial,Exchange Traded Fund,USA,-,-,110.07,0.55%,"113,026"
921,BBN,BlackRock Taxable Municipal Bond Trust,Financial,Closed-End Fund - Debt,USA,992.39M,12.65,16.06,-0.56%,"104,694"
922,BBNX,Beta Bionics Inc,Healthcare,Medical Devices,USA,440.71M,-,9.93,-0.80%,"612,133"
923,BBOT,BridgeBio Oncology Therapeutics Inc,Healthcare,Biotechnology,USA,713.09M,-,8.91,-1.33%,"164,718"
924,BBP,Virtus Biotech ETF,Financial,Exchange Traded Fund,USA,-,-,83.70,-0.03%,"2,743"
925,BBRE,JPMorgan BetaBuilders MSCI U.S. REIT ETF,Financial,Exchange Traded Fund,USA,-,-,97.29,1.10%,"8,248"
926,BBSB,JPMorgan BetaBuilders U.S. Treasury Bond 1-3 Year ETF,Financial,Exchange Traded Fund,USA,-,-,98.57,0.06%,"5,886"
927,BBSC,JPMorgan BetaBuilders U.S. Small Cap Equity ETF,Financial,Exchange Traded Fund,USA,-,-,76.01,0.72%,"21,423"
928,BBSI,Barrett Business Services Inc,Industrials,Staffing & Employment Services,USA,745.51M,14.16,29.58,2.35%,"155,922"
929,BBT,Beacon Financial Corp,Financial,Banks - Regional,USA,2.54B,23.62,30.25,0.00%,"975,736"
930,BBU,Brookfield Business Partners L.P,Industrials,Conglomerates,Canada,2.76B,-,31.46,0.00%,0
931,BBUC,Brookfield Business Corp,Financial,Asset Management,USA,3.27B,-,34.47,3.05%,"207,228"
932,BBUS,JPMorgan BetaBuilders U.S. Equity ETF,Financial,Exchange Traded Fund,USA,-,-,118.20,0.14%,"252,437"
933,BBVA,Banco Bilbao Vizcaya Argentaria S.A. ADR,Financial,Banks - Diversified,Spain,124.75B,10.60,21.92,0.46%,"1,502,619"
934,BBW,Build A Bear Workshop Inc,Consumer Cyclical,Specialty Retail,USA,492.85M,9.54,38.07,2.64%,"253,980"
935,BBWI,Bath & Body Works Inc,Consumer Cyclical,Specialty Retail,USA,3.74B,5.89,18.57,-3.93%,"4,471,943"
936,BBY,Best Buy Co. Inc,Consumer Cyclical,Specialty Retail,USA,13.49B,12.78,64.50,0.30%,"2,565,297"
937,BBYY,GraniteShares YieldBOOST BABA ETF,Financial,Exchange Traded Fund,USA,-,-,12.99,-2.12%,448
938,BC,Brunswick Corp,Consumer Cyclical,Recreational Vehicles,USA,4.75B,-,73.30,0.31%,"488,264"
939,BCAB,BioAtla Inc,Healthcare,Biotechnology,USA,10.80M,-,0.13,-3.12%,"1,065,956"
940,BCACU,Brookline Capital Acquisition Corp II,Financial,Shell Companies,USA,-,-,-,-,0
941,BCAL,California BanCorp,Financial,Banks - Regional,USA,574.13M,9.22,17.76,-0.45%,"144,935"
942,BCAR,D. Boral ARC Acquisition I Corp,Financial,Shell Companies,USA,417.36M,93.62,10.13,0.10%,"5,696"
943,BCAT,BlackRock Capital Allocation Term Trust,Financial,Closed-End Fund - Equity,USA,1.50B,6.75,14.31,-0.35%,"419,026"
944,BCAX,Bicara Therapeutics Inc,Healthcare,Biotechnology,USA,1.41B,-,21.47,4.73%,"919,780"
945,BCBP,BCB Bancorp Inc (NJ),Financial,Banks - Regional,USA,156.58M,-,9.02,-1.10%,"128,699"
946,BCC,Boise Cascade Co,Basic Materials,Lumber & Wood Production,USA,2.62B,20.84,73.20,-2.50%,"412,388"
947,BCCC,Global X Bitcoin Covered Call ETF,Financial,Exchange Traded Fund,USA,-,-,13.57,-0.52%,"14,229"
948,BCD,abrdn Bloomberg All Comm Longer Dt Strategy K-1 Free ETF,Financial,Exchange Traded Fund,USA,-,-,35.64,0.14%,"276,749"
949,BCDA,BioCardia Inc,Healthcare,Biotechnology,USA,13.13M,-,1.20,3.45%,"93,454"
950,BCDF,Horizon Kinetics Blockchain Development ETF,Financial,Exchange Traded Fund,USA,-,-,31.10,1.31%,723
951,BCE,BCE Inc,Communication Services,Telecom Services,Canada,22.80B,5.00,24.45,-3.66%,"7,590,262"
952,BCFN,Baron Financials ETF,Financial,Exchange Traded Fund,USA,-,-,20.92,0.64%,"1,048"
953,BCG,Binah Capital Group Inc,Financial,Asset Management,USA,38.61M,25.38,2.31,-2.94%,"744,646"
954,BCGD,Baron Global Durable Advantage ETF,Financial,Exchange Traded Fund,USA,-,-,23.63,-0.57%,"10,195"
955,BCGS,Bancreek Global Select ETF,Financial,Exchange Traded Fund,USA,-,-,24.49,-0.32%,406
956,BCH,Banco de Chile ADR,Financial,Banks - Regional,Chile,18.37B,14.66,36.38,-2.31%,"341,416"
957,BCHI,GMO Beyond China ETF,Financial,Exchange Traded Fund,USA,-,-,32.01,-1.35%,652
958,BCHP,Principal Focused Blue Chip ETF,Financial,Exchange Traded Fund,USA,-,-,33.02,0.24%,"13,079"
959,BCHT,Birchtech Corp,Industrials,Pollution & Treatment Controls,USA,48.93M,-,1.86,-3.63%,"118,483"
960,BCI,abrdn Bloomberg All Commodity Strategy K-1 Free ETF,Financial,Exchange Traded Fund,USA,-,-,24.67,2.45%,"997,029"
961,BCIC,BCP Investment Corp,Financial,Asset Management,USA,94.63M,10.11,7.64,1.19%,"77,967"
962,BCIL,Bancreek International Large Cap ETF,Financial,Exchange Traded Fund,USA,-,-,26.62,-1.01%,"16,446"
963,BCKT,LifeX 2030 Income Bucket ETF,Financial,Exchange Traded Fund,USA,-,-,43.42,-1.82%,6
964,BCLO,iShares BBB-B CLO Active ETF,Financial,Exchange Traded Fund,USA,-,-,49.01,0.51%,"13,105"
965,BCML,BayCom Corp,Financial,Banks - Regional,USA,324.33M,13.65,29.73,0.44%,"7,760"
966,BCO,Brink's Co,Industrials,Security & Protection Services,USA,4.25B,22.00,103.32,-0.06%,"353,558"
967,BCOR,Grayscale Bitcoin Adopters ETF,Financial,Exchange Traded Fund,USA,-,-,21.06,-1.06%,647
968,BCPC,Balchem Corp,Basic Materials,Specialty Chemicals,USA,5.46B,35.88,170.42,-0.85%,"175,647"
969,BCPL,BNY Mellon Core Plus ETF,Financial,Exchange Traded Fund,USA,-,-,24.80,0.22%,"75,860"
970,BCRX,Biocryst Pharmaceuticals Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,2.26B,7.50,9.02,-3.84%,"7,820,211"
971,BCS,Barclays plc ADR,Financial,Banks - Diversified,United Kingdom,74.88B,9.32,21.80,-0.14%,"7,607,648"
972,BCSF,Bain Capital Specialty Finance Inc,Financial,Asset Management,USA,816.05M,8.26,12.58,2.28%,"548,630"
973,BCSM,Baron SMID Cap ETF,Financial,Exchange Traded Fund,USA,-,-,21.90,0.69%,"3,514"
974,BCSS,Bain Capital GSS Investment Corp,Financial,Shell Companies,USA,589.84M,138.36,10.10,-0.10%,"1,800"
975,BCTK,Baron Technology ETF,Financial,Exchange Traded Fund,USA,-,-,23.69,0.19%,"11,744"
976,BCTX,BriaCell Therapeutics Corp,Healthcare,Biotechnology,Canada,29.72M,-,4.10,-0.97%,"112,028"
977,BCUS,Bancreek U.S. Large Cap ETF,Financial,Exchange Traded Fund,USA,-,-,32.28,-0.03%,"11,744"
978,BCV,Bancroft Fund Ltd,Financial,Closed-End Fund - Debt,USA,126.11M,2.94,21.66,-1.68%,"25,662"
979,BCX,BlackRock Resources & Commodities Strategy Trust,Financial,Closed-End Fund - Equity,USA,936.20M,4.39,12.28,0.49%,"119,708"
980,BCYC,Bicycle Therapeutics Plc ADR,Healthcare,Biotechnology,United Kingdom,252.15M,-,5.05,3.06%,"324,694"
981,BDBT,Bluemonte Core Bond ETF,Financial,Exchange Traded Fund,USA,-,-,25.32,0.24%,"32,738"
982,BDC,Belden Inc,Technology,Communication Equipment,USA,4.46B,19.46,115.05,-1.34%,"161,148"
983,BDCI,BTC Development Corp,Financial,Shell Companies,USA,346.95M,-,9.97,0.00%,6
984,BDCX,"ETRACS Quarterly Pay 1.5X Leveraged MVIS BDC Index ETN due June 10, 20",Financial,Exchange Traded Fund,USA,-,-,20.53,2.26%,"2,714"
985,BDCZ,"ETRACS MVIS Business Development Companies Index ETN due April 26, 204",Financial,Exchange Traded Fund,USA,-,-,15.11,1.64%,529
986,BDEC,Innovator U.S. Equity Buffer ETF - December,Financial,Exchange Traded Fund,USA,-,-,48.33,0.06%,"10,275"
987,BDGS,Bridges Capital Tactical ETF,Financial,Exchange Traded Fund,USA,-,-,34.45,0.18%,"2,499"
988,BDIV,AAM Brentview Dividend Growth ETF,Financial,Exchange Traded Fund,USA,-,-,22.77,0.11%,"1,341"
989,BDJ,BlackRock Enhanced Equity Dividend Trust,Financial,Closed-End Fund - Equity,USA,1.55B,5.59,8.77,0.23%,"377,293"
990,BDL,"Flanigan's Enterprises, Inc",Consumer Cyclical,Restaurants,USA,59.94M,10.37,32.25,-3.01%,577
991,BDMD,Baird Medical Investment Holdings Limited,Healthcare,Medical Devices,China,71.62M,-,1.95,2.63%,"340,834"
992,BDN,Brandywine Realty Trust,Real Estate,REIT - Office,USA,447.76M,-,2.57,-3.02%,"1,754,480"
993,BDRX,Biodexa Pharmaceuticals Plc ADR,Healthcare,Biotechnology,United Kingdom,1.97M,-,0.87,42.23%,"120,555,421"
994,BDRY,Breakwave Dry Bulk Shipping ETF,Financial,Exchange Traded Fund,USA,-,-,10.45,1.21%,"29,328"
995,BDSX,Biodesix Inc,Healthcare,Diagnostics & Research,USA,148.57M,-,15.07,2.10%,"40,536"
996,BDTX,Black Diamond Therapeutics Inc,Healthcare,Biotechnology,USA,136.92M,6.28,2.39,2.58%,"534,510"
997,BDVG,iMGP Berkshire Dividend Growth ETF,Financial,Exchange Traded Fund,USA,-,-,13.13,0.36%,"5,755"
998,BDVL,iShares Disciplined Volatility Equity Active ETF,Financial,Exchange Traded Fund,USA,-,-,24.93,0.16%,"282,780"
999,BDX,Becton Dickinson & Co,Healthcare,Medical Instruments & Supplies,USA,44.00B,25.24,154.51,-1.17%,"2,368,036"
1000,BDYN,iShares Dynamic Equity Active ETF,Financial,Exchange Traded Fund,USA,-,-,24.50,-0.48%,"422,452"
