No,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume,Change_Pct,PE_Ratio,Market_Cap_USD,Vol_Intensity,Cluster
662,ASR,Grupo Aeroportuario Del Sureste S.A. ADR,Industrials,Airports & Air Services,Mexico,9.62B,19.16,347.3,1.08%,140485,1.08,19.16,9620000000.0,1.4603430351912325e-05,0
663,ASRT,Assertio Holdings Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,123.81M,-,19.21,-3.37%,126263,-3.37,19.07,123810000.0,0.0010198126078684064,0
664,ASRV,Ameriserv Financial Inc,Financial,Banks - Regional,USA,62.94M,10.93,3.71,2.77%,9770,2.77,10.93,62940000.0,0.0001552271980421481,0
665,ASST,Strive Inc,Financial,Asset Management,USA,674.30M,-,9.75,-4.04%,2549048,-4.04,19.07,674300000.0,0.0037802877001627054,0
666,ASTC,Astrotech Corp,Technology,Scientific & Technical Instruments,USA,7.00M,-,3.98,-10.56%,555884,-10.56,19.07,7000000.0,0.07941198865543019,0
667,ASTE,Astec Industries Inc,Industrials,Farm & Heavy Construction Machinery,USA,1.26B,32.78,55.06,-1.98%,143184,-1.98,32.78,1260000000.0,0.00011363809514790628,0
668,ASTH,Astrana Health Inc,Healthcare,Medical Care Facilities,USA,1.26B,54.92,25.05,2.20%,302665,2.2,54.92,1260000000.0,0.00024021031726967435,0
669,ASTI,Ascent Solar Technologies Inc,Technology,Solar,USA,41.16M,-,4.35,12.11%,628484,12.11,19.07,41160000.0,0.015269290202398197,0
670,ASTL,Algoma Steel Group Inc,Basic Materials,Steel,Canada,434.41M,-,4.14,0.73%,977348,0.73,19.07,434410000.0,0.0022498284978480503,0
671,ASTN,Defiance Daily Target 2X Short ASTS ETF,Financial,Exchange Traded Fund,USA,-,-,11.68,-21.24%,3014436,-21.24,19.07,,,0
672,ASTS,AST SpaceMobile Inc,Technology,Communication Equipment,USA,35.38B,-,92.62,10.28%,16835871,10.28,19.07,35380000000.0,0.00047585842282431154,0
673,ASTX,Tradr 2X Long ASTS Daily ETF,Financial,Exchange Traded Fund,USA,-,-,45.01,20.73%,2900908,20.73,19.07,,,0
674,ASUR,Asure Software Inc,Technology,Software - Application,USA,239.75M,-,8.45,1.32%,64278,1.32,19.07,239750000.0,0.00026810427416849104,0
675,ASX,ASE Technology Holding Co.Ltd ADR,Technology,Semiconductors,Taiwan,48.73B,38.50,22.28,-0.89%,4899403,-0.89,38.5,48730000000.0,0.00010054182228400284,0
676,ASYS,Amtech Systems Inc,Technology,Semiconductor Equipment & Materials,USA,174.61M,-,12.12,1.42%,104110,1.42,19.07,174610000.0,0.0005962430525385542,0
677,ATAI,AtaiBeckley Inc,Healthcare,Biotechnology,USA,1.38B,-,3.79,2.43%,3045724,2.43,19.07,1380000000.0,0.002207046375212285,0
678,ATAT,Atour Lifestyle Holdings Ltd ADR,Consumer Cyclical,Lodging,China,4.15B,22.56,36.48,-1.25%,1006295,-1.25,22.56,4150000000.0000005,0.00024248072283313715,0
679,ATCH,AtlasClear Holdings Inc,Financial,Capital Markets,USA,29.29M,-,0.2,-3.02%,835807,-3.02,19.07,29290000.0,0.028535574307423206,0
680,ATCL,REX Autocallable Income ETF,Financial,Exchange Traded Fund,USA,-,-,24.21,-0.12%,4503,-0.12,19.07,,,0
681,ATCX,Atlas Critical Minerals Corp,Basic Materials,Other Precious Metals & Mining,Brazil,28.44M,-,5.69,-0.70%,18197,-0.7,19.07,28440000.0,0.0006398382334796683,0
682,ATEC,Alphatec Holdings Inc,Healthcare,Medical Devices,USA,1.64B,-,10.83,-3.82%,2105539,-3.82,19.07,1640000000.0,0.0012838652431195945,0
683,ATEN,A10 Networks Inc,Technology,Software - Infrastructure,USA,1.72B,41.80,23.99,-0.37%,668369,-0.37,41.8,1720000000.0,0.0003885866276810543,0
684,ATER,Aterian Inc,Consumer Cyclical,"Furnishings, Fixtures & Appliances",USA,6.53M,-,0.6,0.05%,29850,0.05,19.07,6530000.0,0.004571209100886814,0
685,ATEX,Anterix Inc,Communication Services,Telecom Services,USA,756.62M,9.29,40.39,3.27%,227230,3.27,9.29,756620000.0,0.0003003224864524828,0
686,ATFV,Alger 35 ETF,Financial,Exchange Traded Fund,USA,-,-,31.93,0.89%,26370,0.89,19.07,,,0
687,ATGL,Alpha Technology Group Ltd,Technology,Software - Infrastructure,Hong Kong,246.44M,-,14.21,-7.78%,39,-7.78,19.07,246440000.0,1.5825352962890144e-07,0
688,ATHE,Alterity Therapeutics Ltd ADR,Healthcare,Biotechnology,Australia,64.46M,-,3.56,-2.22%,2871,-2.22,19.07,64459999.99999999,4.45392484557982e-05,0
689,ATHM,Autohome Inc ADR,Communication Services,Internet Content & Information,China,2.06B,10.66,17.36,-1.03%,267981,-1.03,10.66,2060000000.0,0.00013008786401452044,0
690,ATHR,Aether Holdings Inc,Technology,Software - Application,USA,24.41M,-,2.01,-8.22%,24709,-8.22,19.07,24410000.0,0.0010122490367779993,0
691,ATI,ATI Inc,Industrials,Metal Fabrication,USA,20.08B,51.41,146.63,-3.05%,2211651,-3.05,51.41,20080000000.0,0.00011014198206622798,0
692,ATII,Archimedes Tech SPAC Partners II Co,Financial,Shell Companies,USA,308.77M,38.61,10.42,0.10%,2,0.1,38.61,308770000.0,6.4773131895024994e-09,0
693,ATKR,Atkore Inc,Industrials,Electrical Equipment & Parts,USA,2.08B,-,61.51,2.11%,335159,2.11,19.07,2080000000.0,0.00016113413453791627,0
694,ATLC,Atlanticus Holdings Corp,Financial,Credit Services,USA,797.44M,8.97,53.45,-1.16%,50874,-1.16,8.97,797440000.0,6.379664919768679e-05,0
695,ATLN,Atlantic International Corp,Industrials,Staffing & Employment Services,USA,219.77M,-,3.51,0.00%,26794,0.0,19.07,219770000.0,0.00012191836864941362,0
696,ATLO,Ames National Corp,Financial,Banks - Regional,USA,251.19M,13.25,28.36,-0.18%,68628,-0.18,13.25,251190000.0,0.00027321151210951266,0
697,ATLX,Atlas Lithium Corporation,Basic Materials,Other Industrial Metals & Mining,Brazil,126.18M,-,4.65,4.97%,376144,4.97,19.07,126180000.0,0.002981011230139394,0
698,ATMP,iPath Select MLP ETN,Financial,Exchange Traded Fund,USA,-,-,34.16,0.82%,2729,0.82,19.07,,,0
699,ATMU,Atmus Filtration Technologies Inc,Consumer Cyclical,Auto Parts,USA,4.70B,23.01,57.62,-0.86%,754715,-0.86,23.01,4700000000.0,0.00016057765954030263,0
700,ATNI,ATN International Inc,Communication Services,Telecom Services,USA,420.77M,-,27.38,-0.18%,58022,-0.18,19.07,420770000.0,0.00013789481156476266,0
701,ATNM,Actinium Pharmaceuticals Inc,Healthcare,Biotechnology,USA,30.76M,-,0.98,-0.97%,59299,-0.97,19.07,30760000.0,0.001927795776079461,0
702,ATO,Atmos Energy Corp,Utilities,Utilities - Regulated Gas,USA,31.26B,24.60,188.97,1.88%,664861,1.88,24.6,31260000000.0,2.126874600059921e-05,0
703,ATOM,Atomera Inc,Technology,Semiconductor Equipment & Materials,USA,157.60M,-,4.07,0.74%,538917,0.74,19.07,157600000.0,0.0034195240899776392,0
704,ATON,AlphaTON Capital Corp,Financial,Asset Management,United Kingdom,7.41M,-,0.32,-2.65%,564845,-2.65,19.07,7410000.0,0.07622738512450943,0
705,ATOS,Atossa Therapeutics Inc,Healthcare,Biotechnology,USA,46.20M,-,5.36,4.99%,71488,4.99,19.07,46200000.0,0.0015473592738666825,0
706,ATPC,Agape ATP Corp,Consumer Defensive,Packaged Foods,Malaysia,3.17M,-,3.17,25.79%,449730,25.79,19.07,3170000.0,0.14187061770642975,0
707,ATR,Aptargroup Inc,Healthcare,Medical Instruments & Supplies,USA,8.11B,21.42,126.01,-0.58%,297467,-0.58,21.42,8109999999.999999,3.667903821989161e-05,0
708,ATRA,Atara Biotherapeutics Inc,Healthcare,Biotechnology,USA,40.81M,1.71,4.99,-3.48%,46934,-3.48,1.71,40810000.0,0.0011500612313143535,0
709,ATRC,Atricure Inc,Healthcare,Medical Instruments & Supplies,USA,1.45B,-,29.07,2.68%,512138,2.68,19.07,1450000000.0,0.00035319862044606994,0
710,ATRO,Astronics Corp,Industrials,Aerospace & Defense,USA,2.46B,96.53,69.84,-1.24%,419662,-1.24,96.53,2460000000.0,0.00017059430887374216,0
711,ATS,ATS Corporation,Industrials,Specialty Industrial Machinery,Canada,2.79B,189.86,28.46,-1.52%,83079,-1.52,189.86,2790000000.0,2.97774193441658e-05,0
712,ATTR,Arin Tactical Tail Risk ETF,Financial,Exchange Traded Fund,USA,-,-,91.23,0.12%,238,0.12,19.07,,,0
713,ATXG,Addentax Group Corp,Industrials,Integrated Freight & Logistics,China,3.88M,-,4.97,-4.79%,15938,-4.79,19.07,3880000.0,0.004107730900069355,0
714,ATYR,Atyr Pharma Inc,Healthcare,Biotechnology,USA,83.04M,-,0.85,-0.46%,703901,-0.46,19.07,83040000.0,0.008476649705242657,0
715,AU,AngloGold Ashanti Plc,Basic Materials,Gold,United Kingdom,51.10B,19.62,101.22,-2.22%,2264425,-2.22,19.62,51100000000.0,4.4313600781911674e-05,0
716,AUAU,Global X Gold Miners ETF,Financial,Exchange Traded Fund,USA,-,-,40.78,-1.00%,1641,-1.0,19.07,,,0
717,AUB,Atlantic Union Bankshares Corp,Financial,Banks - Regional,USA,5.15B,17.75,36.09,0.28%,869327,0.28,17.75,5150000000.0,0.000168801359190524,0
718,AUBN,Auburn National Bancorp Inc,Financial,Banks - Regional,USA,81.03M,11.17,23.19,0.73%,599,0.73,11.17,81030000.0,7.392323739450528e-06,0
719,AUDC,Audiocodes,Technology,Communication Equipment,Israel,233.49M,28.32,8.71,1.04%,46162,1.04,28.32,233490000.0,0.0001977043976285734,0
720,AUGM,FT Vest U.S. Equity Max Buffer ETF - August,Financial,Exchange Traded Fund,USA,-,-,33.98,-0.03%,1088,-0.03,19.07,,,0
721,AUGO,Aura Minerals Inc,Basic Materials,Gold,USA,7.33B,-,87.69,0.34%,1226678,0.34,19.07,7330000000.0,0.00016735034104128918,0
722,AUGP,PGIM S&P 500 Buffer 12 ETF - August,Financial,Exchange Traded Fund,USA,-,-,30.71,0.20%,1900,0.2,19.07,,,0
723,AUGT,AllianzIM U.S. Equity Buffer10 Aug ETF,Financial,Exchange Traded Fund,USA,-,-,35.08,0.05%,2,0.05,19.07,,,0
724,AUGU,AllianzIM U.S. Equity Buffer15 Uncapped Aug ETF,Financial,Exchange Traded Fund,USA,-,-,28.54,0.19%,8365,0.19,19.07,,,0
725,AUGW,AllianzIM U.S. Equity Buffer20 Aug ETF,Financial,Exchange Traded Fund,USA,-,-,32.34,0.03%,1449,0.03,19.07,,,0
726,AUGZ,TrueShares Structured Outcome (August) ETF,Financial,Exchange Traded Fund,USA,-,-,40.93,0.27%,4972,0.27,19.07,,,0
727,AUID,authID Inc,Technology,Software - Infrastructure,USA,19.36M,-,1.2,5.26%,174531,5.26,19.07,19360000.0,0.009015030526083134,0
728,AUMI,Themes Gold Miners ETF,Financial,Exchange Traded Fund,USA,-,-,99.01,-2.57%,6693,-2.57,19.07,,,0
729,AUNA,Auna S.A,Healthcare,Medical Care Facilities,Luxembourg,418.91M,-,5.66,0.71%,100569,0.71,19.07,418910000.0,0.0002400730461433887,0
730,AUPH,Aurinia Pharmaceuticals Inc,Healthcare,Biotechnology,Canada,2.08B,7.52,15.61,0.90%,1256233,0.9,7.52,2080000000.0,0.0006039581727865585,0
731,AUR,Aurora Innovation Inc,Technology,Information Technology Services,USA,8.09B,-,4.15,-0.72%,12279429,-0.72,19.07,8090000000.0,0.0015178527810237512,0
732,AURA,Aura Biosciences Inc,Healthcare,Biotechnology,USA,419.54M,-,6.54,-2.39%,175770,-2.39,19.07,419540000.0,0.00041895885870486994,0
733,AURE,Aurelion Inc,Financial,Capital Markets,Hong Kong,85.11M,-,2.46,10.81%,165583,10.81,19.07,85110000.0,0.0019455175426446065,0
734,AUSF,Global X Adaptive U.S. Factor ETF,Financial,Exchange Traded Fund,USA,-,-,48.77,0.54%,219083,0.54,19.07,,,0
735,AUSM,Allspring Ultra Short Municipal ETF,Financial,Exchange Traded Fund,USA,-,-,25.07,0.04%,15008,0.04,19.07,,,0
736,AUST,Austin Gold Corp,Basic Materials,Gold,Canada,21.09M,-,1.54,1.99%,80771,1.99,19.07,21090000.0,0.0038298243798091805,0
737,AUTL,Autolus Therapeutics plc ADR,Healthcare,Biotechnology,United Kingdom,375.26M,-,1.41,2.17%,1032102,2.17,19.07,375260000.0,0.0027503650728818285,0
738,AUUD,Auddia Inc,Technology,Software - Application,USA,2.60M,-,5.2,-4.59%,69563,-4.59,19.07,2600000.0,0.026754989709619342,0
739,AVA,Avista Corp,Utilities,Utilities - Diversified,USA,3.40B,17.33,41.34,1.62%,524002,1.62,17.33,3400000000.0,0.00015411823524878876,0
740,AVAH,Aveanna Healthcare Holdings Inc,Healthcare,Medical Care Facilities,USA,1.39B,6.28,6.38,1.43%,721958,1.43,6.28,1390000000.0,0.0005193942442306516,0
741,AVAL,Grupo Aval Acciones y Valores S.A. ADR,Financial,Banks - Regional,Colombia,1.64B,12.02,4.35,-0.68%,63146,-0.68,12.02,1640000000.0,3.850365851310753e-05,0
742,AVAV,AeroVironment Inc,Industrials,Aerospace & Defense,USA,9.21B,-,184.36,0.47%,717266,0.47,19.07,9210000000.0,7.787904450837361e-05,0
743,AVB,Avalonbay Communities Inc,Real Estate,REIT - Residential,USA,23.26B,22.47,166.02,0.68%,1108205,0.68,22.47,23260000000.0,4.764423903492501e-05,0
744,AVBC,Avidia Bancorp Inc,Financial,Banks - Regional,USA,396.51M,-,19.75,-0.15%,34347,-0.15,19.07,396510000.0,8.662328797098866e-05,0
745,AVBH,Avidbank Holdings Inc,Financial,Banks - Regional,USA,316.27M,-,28.8,0.31%,31396,0.31,19.07,316270000.0,9.926961109409804e-05,0
746,AVBP,ArriVent BioPharma Inc,Healthcare,Biotechnology,USA,1.10B,-,24.89,2.77%,362923,2.77,19.07,1100000000.0,0.00032992999970006363,0
747,AVD,American Vanguard Corp,Basic Materials,Agricultural Inputs,USA,69.07M,-,2.42,-0.41%,263218,-0.41,19.07,69070000.0,0.003810887450254996,0
748,AVDE,Avantis International Equity ETF,Financial,Exchange Traded Fund,USA,-,-,85.7,-0.52%,1462630,-0.52,19.07,,,0
749,AVDS,Avantis International Small Cap Equity ETF,Financial,Exchange Traded Fund,USA,-,-,72.74,-0.99%,35941,-0.99,19.07,,,0
750,AVDV,Avantis International Small Cap Value ETF,Financial,Exchange Traded Fund,USA,-,-,100.75,-0.97%,2371919,-0.97,19.07,,,0
751,AVEE,Avantis Emerging Markets Small Cap Equity ETF,Financial,Exchange Traded Fund,USA,-,-,63.47,-1.00%,5189,-1.0,19.07,,,0
752,AVEM,Avantis Emerging Markets Equity ETF,Financial,Exchange Traded Fund,USA,-,-,80.67,-0.75%,2402418,-0.75,19.07,,,0
753,AVES,Avantis Emerging Markets Value ETF,Financial,Exchange Traded Fund,USA,-,-,60.04,-0.15%,75846,-0.15,19.07,,,0
754,AVGB,Avantis Credit ETF,Financial,Exchange Traded Fund,USA,-,-,50.81,0.09%,1503,0.09,19.07,,,0
755,AVGE,Avantis All Equity Markets ETF,Financial,Exchange Traded Fund,USA,-,-,88.55,-0.06%,30018,-0.06,19.07,,,0
756,AVGG,Leverage Shares 2X Long AVGO Daily ETF,Financial,Exchange Traded Fund,USA,-,-,20.93,0.49%,63132,0.49,19.07,,,0
757,AVGO,Broadcom Inc,Technology,Semiconductors,USA,1489.29B,61.36,314.55,0.34%,13952428,0.34,61.36,1489290000000.0,9.368509826823944e-06,0
758,AVGU,GraniteShares 2x Long AVGO Daily ETF,Financial,Exchange Traded Fund,USA,-,-,26.83,0.36%,30788,0.36,19.07,,,0
759,AVGV,Avantis All Equity Markets Value ETF,Financial,Exchange Traded Fund,USA,-,-,78.01,-0.03%,16468,-0.03,19.07,,,0
760,AVGW,Roundhill AVGO WeeklyPay ETF,Financial,Exchange Traded Fund,USA,-,-,36.96,0.27%,23096,0.27,19.07,,,0
761,AVGX,Defiance Daily Target 2X Long AVGO ETF,Financial,Exchange Traded Fund,USA,-,-,36.03,0.50%,262995,0.5,19.07,,,0
762,AVIE,Avantis Inflation Focused Equity ETF,Financial,Exchange Traded Fund,USA,-,-,72.6,0.12%,286,0.12,19.07,,,0
763,AVIG,Avantis Core Fixed Income ETF,Financial,Exchange Traded Fund,USA,-,-,41.69,0.30%,187044,0.3,19.07,,,0
764,AVIR,Atea Pharmaceuticals Inc,Healthcare,Biotechnology,USA,458.91M,-,5.76,1.95%,442906,1.95,19.07,458910000.0,0.0009651260574728682,0
765,AVIV,Avantis International Large Cap Value ETF,Financial,Exchange Traded Fund,USA,-,-,75.52,-0.37%,116168,-0.37,19.07,,,0
766,AVK,Advent Convertible and Income Fund,Financial,Closed-End Fund - Debt,USA,509.48M,4.29,11.54,1.50%,211461,1.5,4.29,509480000.0,0.00041505260183902687,0
767,AVL,Direxion Daily AVGO Bull 2X ETF,Financial,Exchange Traded Fund,USA,-,-,33.94,0.54%,210240,0.54,19.07,,,0
768,AVLC,Avantis U.S. Large Cap Equity ETF,Financial,Exchange Traded Fund,USA,-,-,78.19,-0.18%,234237,-0.18,19.07,,,0
769,AVLV,Avantis U.S. Large Cap Value ETF,Financial,Exchange Traded Fund,USA,-,-,80.95,-0.01%,868957,-0.01,19.07,,,0
770,AVMA,Avantis Moderate Allocation ETF,Financial,Exchange Traded Fund,USA,-,-,67.61,0.00%,4958,0.0,19.07,,,0
771,AVMC,Avantis U.S. Mid Cap Equity ETF,Financial,Exchange Traded Fund,USA,-,-,72.76,0.18%,24268,0.18,19.07,,,0
772,AVMU,Avantis Core Municipal Fixed Income ETF,Financial,Exchange Traded Fund,USA,-,-,45.97,0.23%,7763,0.23,19.07,,,0
773,AVMV,Avantis U.S. Mid Cap Value ETF,Financial,Exchange Traded Fund,USA,-,-,74.26,0.08%,24067,0.08,19.07,,,0
774,AVNM,Avantis All International Markets Equity ETF,Financial,Exchange Traded Fund,USA,-,-,76.77,-0.72%,64574,-0.72,19.07,,,0
775,AVNS,Avanos Medical Inc,Healthcare,Medical Devices,USA,648.78M,-,13.95,-0.99%,334444,-0.99,19.07,648780000.0,0.0005154967777744431,0
776,AVNT,Avient Corp,Basic Materials,Specialty Chemicals,USA,3.21B,39.26,35.07,-3.65%,588370,-3.65,39.26,3210000000.0,0.00018329283483386517,0
777,AVNV,Avantis All International Markets Value ETF,Financial,Exchange Traded Fund,USA,-,-,78.85,-0.70%,8220,-0.7,19.07,,,0
778,AVNW,Aviat Networks Inc,Technology,Communication Equipment,USA,260.69M,17.87,20.2,2.72%,299816,2.72,17.87,260690000.0,0.0011500863049979427,0
779,AVO,Mission Produce Inc,Consumer Defensive,Food Distribution,USA,1.02B,31.05,14.44,4.11%,906976,4.11,31.05,1020000000.0,0.000889192155990988,0
780,AVOS,Avos Global Equities ETF,Financial,Exchange Traded Fund,USA,-,-,24.75,-0.49%,567,-0.49,19.07,,,0
781,AVPT,AvePoint Inc,Technology,Software - Infrastructure,USA,2.14B,66.00,9.94,2.26%,1294083,2.26,66.0,2140000000.0000002,0.0006047116819604151,0
782,AVR,Anteris Technologies Global Corp,Healthcare,Medical Instruments & Supplies,USA,534.78M,-,5.5,3.38%,527308,3.38,19.07,534780000.0,0.0009860278974792851,0
783,AVRE,Avantis Real E state ETF,Financial,Exchange Traded Fund,USA,-,-,44.8,1.06%,78793,1.06,19.07,,,0
784,AVRY,Avory Foundational ETF,Financial,Exchange Traded Fund,USA,-,-,21.48,0.42%,11407,0.42,19.07,,,0
785,AVS,Direxion Daily AVGO Bear 1X ETF,Financial,Exchange Traded Fund,USA,-,-,10.09,-0.17%,310369,-0.17,19.07,,,0
786,AVSC,Avantis U.S Small Cap Equity ETF,Financial,Exchange Traded Fund,USA,-,-,62.99,0.47%,85453,0.47,19.07,,,0
787,AVSD,Avantis Responsible International Equity ETF,Financial,Exchange Traded Fund,USA,-,-,74.45,-0.67%,5457,-0.67,19.07,,,0
788,AVSE,Avantis Responsible Emerging Markets Equity ETF,Financial,Exchange Traded Fund,USA,-,-,66.75,-0.86%,5056,-0.86,19.07,,,0
789,AVSF,Avantis Short-Term Fixed Income ETF,Financial,Exchange Traded Fund,USA,-,-,46.87,0.05%,51163,0.05,19.07,,,0
790,AVSU,Avantis Responsible U.S. Equity ETF,Financial,Exchange Traded Fund,USA,-,-,74.71,0.08%,4811,0.08,19.07,,,0
791,AVT,Avnet Inc,Technology,Electronics & Computer Distribution,USA,5.06B,25.34,61.87,-1.65%,611429,-1.65,25.34,5060000000.0,0.00012083577072710756,0
792,AVTM,Avantis Total Equity Markets ETF,Financial,Exchange Traded Fund,USA,-,-,47.45,0.09%,636,0.09,19.07,,,0
793,AVTR,Avantor Inc,Healthcare,Medical Instruments & Supplies,USA,5.39B,-,7.9,1.67%,5095065,1.67,19.07,5390000000.0,0.0009452810758914136,0
794,AVTX,Avalo Therapeutics Inc,Healthcare,Biotechnology,USA,404.72M,-,17.76,6.35%,1108935,6.35,19.07,404720000.0,0.0027400054290867624,0
795,AVUQ,Avantis U.S. Quality ETF,Financial,Exchange Traded Fund,USA,-,-,57.36,0.07%,5347,0.07,19.07,,,0
796,AVUS,Avantis U.S. Equity ETF,Financial,Exchange Traded Fund,USA,-,-,112.0,0.08%,297923,0.08,19.07,,,0
797,AVUV,Avantis U.S. Small Cap Value ETF,Financial,Exchange Traded Fund,USA,-,-,111.42,0.68%,1232033,0.68,19.07,,,0
798,AVX,AVAX One Technology Ltd,Financial,Asset Management,Canada,52.29M,-,0.58,2.16%,248491,2.16,19.07,52290000.0,0.004752170496229289,0
799,AVXC,Avantis Emerging Markets ex-China Equity ETF,Financial,Exchange Traded Fund,USA,-,-,67.73,-1.01%,20330,-1.01,19.07,,,0
800,AVXL,Anavex Life Sciences Corporation,Healthcare,Biotechnology,USA,277.09M,-,2.99,-3.55%,1165229,-3.55,19.07,277090000.0,0.004205236550560335,0
801,AVXX,Defiance Daily Target 2x Long AVAV ETF,Financial,Exchange Traded Fund,USA,-,-,10.5,0.52%,52122,0.52,19.07,,,0
802,AVY,Avery Dennison Corp,Consumer Cyclical,Packaging & Containers,USA,13.19B,19.51,171.47,-0.94%,468164,-0.94,19.51,13190000000.0,3.549385898138788e-05,0
803,AWAY,Amplify Travel Tech ETF,Financial,Exchange Traded Fund,USA,-,-,16.04,-1.05%,4754,-1.05,19.07,,,0
804,AWF,AllianceBernstein Global High Income Fund Inc,Financial,Closed-End Fund - Debt,USA,864.02M,11.79,10.02,-1.28%,510024,-1.28,11.79,864020000.0,0.0005902918907082106,0
805,AWI,Armstrong World Industries Inc,Industrials,Building Products & Equipment,USA,7.07B,23.32,165.03,-0.42%,397573,-0.42,23.32,7070000000.0,5.6233804801098474e-05,0
806,AWK,American Water Works Co. Inc,Utilities,Utilities - Regulated Water,USA,26.97B,24.25,138.14,0.99%,1608148,0.99,24.25,26970000000.0,5.962728957880507e-05,0
807,AWP,abrdn Global Premier Properties Fund,Financial,Closed-End Fund - Foreign,USA,340.41M,54.14,11.37,0.62%,181889,0.62,54.14,340410000.0,0.0005343233144316463,0
808,AWR,American States Water Co,Utilities,Utilities - Regulated Water,USA,3.03B,23.05,77.59,1.85%,205969,1.85,23.05,3030000000.0,6.797656763433117e-05,0
809,AWRE,Aware Inc,Technology,Software - Application,USA,28.30M,-,1.31,0.77%,17002,0.77,19.07,28300000.0,0.0006007773639301285,0
810,AWX,Avalon Holdings Corp,Industrials,Waste Management,USA,10.14M,31.59,2.6,0.39%,2345,0.39,31.59,10140000.0,0.00023126230460924018,0
811,AX,Axos Financial Inc,Financial,Banks - Regional,USA,4.84B,10.81,85.36,-0.71%,276713,-0.71,10.81,4840000000.0,5.717210742620411e-05,0
812,AXG,Solowin Holdings,Financial,Capital Markets,Hong Kong,692.59M,-,3.68,4.25%,705005,4.25,19.07,692590000.0,0.0010179254667004643,0
813,AXGN,Axogen Inc,Healthcare,Medical Devices,USA,1.79B,-,34.44,2.56%,615259,2.56,19.07,1790000000.0,0.00034372011153982116,0
814,AXIA,Axia Energia ADR,Utilities,Utilities - Renewable,Brazil,22.56B,26.30,11.51,-0.43%,4081690,-0.43,26.3,22560000000.0,0.00018092597516928519,0
815,AXIL,AXIL Brands Inc,Technology,Consumer Electronics,USA,47.89M,44.11,7.04,0.28%,4941,0.28,44.11,47890000.0,0.00010317393812541369,0
816,AXIN,Axiom Intelligence Acquisition Corp 1,Financial,Shell Companies,United Kingdom,276.21M,56.43,10.13,-0.10%,144,-0.1,56.43,276210000.0,5.213424549388419e-07,0
817,AXON,Axon Enterprise Inc,Industrials,Aerospace & Defense,USA,33.19B,270.68,412.81,-2.54%,1071217,-2.54,270.68,33189999999.999996,3.2275293762209245e-05,0
818,AXP,American Express Co,Financial,Credit Services,USA,206.11B,19.51,300.18,-0.42%,2100044,-0.42,19.51,206110000000.0,1.0188947649264039e-05,0
819,AXPG,Leverage Shares 2x Long AXP Daily ETF,Financial,Exchange Traded Fund,USA,-,-,10.95,-0.82%,5692,-0.82,19.07,,,0
820,AXR,AMREP Corp,Real Estate,Real Estate - Development,USA,147.80M,11.58,27.86,-0.68%,4990,-0.68,11.58,147800000.0,3.376184009633397e-05,0
821,AXS,Axis Capital Holdings Ltd,Financial,Insurance - Specialty,Bermuda,7.52B,8.20,101.67,1.78%,423476,1.78,8.2,7520000000.0,5.631329786485195e-05,0
822,AXSM,Axsome Therapeutics Inc,Healthcare,Biotechnology,USA,8.62B,-,168.51,-1.91%,617018,-1.91,19.07,8620000000.0,7.157981437684688e-05,0
823,AXTA,Axalta Coating Systems Ltd,Basic Materials,Specialty Chemicals,USA,5.72B,15.42,26.82,-3.04%,2712603,-3.04,15.42,5720000000.0,0.00047423129362338616,0
824,AXTI,AXT Inc,Technology,Semiconductor Equipment & Materials,USA,2.94B,-,52.84,12.09%,15837010,12.09,19.07,2940000000.0,0.005386738093405871,0
825,AYI,Acuity Inc,Industrials,Electrical Equipment & Parts,USA,8.14B,19.46,265.39,-7.52%,906150,-7.52,19.46,8140000000.000001,0.00011132063880696305,0
826,AYTU,Aytu BioPharma Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,28.76M,-,2.68,1.52%,55345,1.52,19.07,28760000.0,0.0019243740638256585,0
827,AZ,A2Z Cust2Mate Solutions Corp,Technology,Software - Application,Canada,320.35M,-,7.48,0.00%,354795,0.0,19.07,320350000.0,0.001107523018237793,0
828,AZI,Autozi Internet Technology (Global) Ltd,Consumer Cyclical,Auto & Truck Dealerships,China,8.87M,-,1.95,-5.34%,41695,-5.34,19.07,8870000.0,0.00470067590747735,0
829,AZN,Astrazeneca plc,Healthcare,Drug Manufacturers - General,United Kingdom,315.58B,31.07,203.49,1.37%,2049273,1.37,31.07,315580000000.0,6.493671969052241e-06,0
830,AZO,Autozone Inc,Consumer Cyclical,Auto Parts,USA,56.03B,23.82,3400.54,-0.76%,75839,-0.76,23.82,56030000000.0,1.3535427449339007e-06,2
831,AZTA,Azenta Inc,Healthcare,Medical Instruments & Supplies,USA,1.04B,-,22.63,6.85%,1103286,6.85,19.07,1040000000.0,0.0010608519220568732,0
832,AZTD,Aztlan Global Stock Selection DM SMID ETF,Financial,Exchange Traded Fund,USA,-,-,29.21,-0.45%,67,-0.45,19.07,,,0
833,AZTR,Azitra Inc,Healthcare,Biotechnology,USA,3.80M,-,0.23,-3.10%,937906,-3.1,19.07,3800000.0,0.24681730346913067,0
834,AZYY,GraniteShares YieldBoost AMZN ETF,Financial,Exchange Traded Fund,USA,-,-,16.11,-1.15%,1001,-1.15,19.07,,,0
